Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: E:\LANL\SF7.EXE
SF.INI file: E:\nakai\LANL-PoissonSuperfish\Examples\RadioFrequency\QuarterWaveResonator\SF.INI  8-04-2020  11:53:34
Solution file E:\nakai\LANL-PoissonSuperfish\Examples\RadioFrequency\QuarterWaveResonator\QWAVE.T35.
Memory used for QWAVE.T35 arrays:     601.120 K
Obtaining filename or plot type and data from SF7 pop-up menu.

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (0.0,0.0)
(Zmax,Rmax) = (71.6,7.95)
Z and R increments:   100   100

      Z             R              Ez            Er            |E|           H 
   39.3800       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   44.3920       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.1080       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.8240       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   46.5400       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.2560       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.9720       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   48.6880       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   49.4040       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.1200       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.8360       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   51.5520       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.2680       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.9840       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   53.7000       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   54.4160       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.1320       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.8480       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   56.5640       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.2800       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.9960       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   58.7120       1.19250      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   59.4280       1.19250      8.046473E-01  4.688420E-02  8.060121E-01  2.620829E+01
   60.1440       1.19250      7.040207E-01  8.229678E-02  7.088144E-01  2.337505E+01
   60.8600       1.19250      5.902849E-01  8.811634E-02  5.968256E-01  1.984447E+01
   61.5760       1.19250      4.846628E-01  8.045659E-02  4.912955E-01  1.641522E+01
   62.2920       1.19250      3.942064E-01  6.863124E-02  4.001362E-01  1.340494E+01
   63.0080       1.19250      3.193163E-01  5.675002E-02  3.243200E-01  1.088058E+01
   63.7240       1.19250      2.583566E-01  4.621823E-02  2.624581E-01  8.811186E+00
   64.4400       1.19250      2.091103E-01  3.728447E-02  2.124082E-01  7.135721E+00
   65.1560       1.19250      1.695863E-01  2.988580E-02  1.721995E-01  5.788867E+00
   65.8720       1.19250      1.380248E-01  2.381426E-02  1.400641E-01  4.712404E+00
   66.5880       1.19250      1.129687E-01  1.883903E-02  1.145288E-01  3.857398E+00
   67.3040       1.19250      9.324217E-02  1.474612E-02  9.440101E-02  3.184055E+00
   68.0200       1.19250      7.792668E-02  1.134407E-02  7.874805E-02  2.660566E+00
   68.7360       1.19250      6.626863E-02  8.491356E-03  6.681044E-02  2.262503E+00
   69.4520       1.19250      5.773202E-02  6.048898E-03  5.804804E-02  1.970826E+00
   70.1680       1.19250      5.190030E-02  3.880867E-03  5.204520E-02  1.771871E+00
   70.8840       1.19250      4.850820E-02  1.894158E-03  4.854517E-02  1.656117E+00
   71.6000       1.19250      4.736732E-02  0.000000E+00  4.736732E-02  1.618301E+00
   0.00000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.716000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.43200       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.14800       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.86400       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   3.58000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   4.29600       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.01200       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.72800       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   6.44400       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.16000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.87600       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   8.59200       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   9.30800       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.0240       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.7400       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   11.4560       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.1720       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.8880       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   13.6040       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   14.3200       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.0360       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.7520       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   16.4680       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.1840       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.9000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   18.6160       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   19.3320       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.0480       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.7640       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4800       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.1960       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.9120       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.6280       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   24.3440       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.0600       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.7760       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   26.4920       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.2080       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.9240       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   28.6400       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   29.3560       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.0720       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.7880       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   31.5040       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.2200       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.9360       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   33.6520       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   34.3680       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.0840       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.8000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   36.5160       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.2320       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.9480       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   38.6640       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   39.3800       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   44.3920       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.1080       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.8240       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   46.5400       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.2560       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.9720       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   48.6880       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   49.4040       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.1200       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.8360       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   51.5520       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.2680       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.9840       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   53.7000       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   54.4160       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.1320       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.8480       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   56.5640       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.2800       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.9960       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   58.7120       1.27200      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   59.4280       1.27200      8.107951E-01  5.257326E-02  8.124978E-01  2.807362E+01
   60.1440       1.27200      7.058003E-01  8.975289E-02  7.114842E-01  2.497144E+01
   60.8600       1.27200      5.897452E-01  9.480910E-02  5.973175E-01  2.116320E+01
   61.5760       1.27200      4.833488E-01  8.603620E-02  4.909463E-01  1.748849E+01
   62.2920       1.27200      3.927470E-01  7.322469E-02  3.995148E-01  1.427368E+01
   63.0080       1.27200      3.180197E-01  6.045722E-02  3.237154E-01  1.158241E+01
   63.7240       1.27200      2.572149E-01  4.918181E-02  2.618746E-01  9.378550E+00
   64.4400       1.27200      2.081640E-01  3.965803E-02  2.119080E-01  7.594635E+00
   65.1560       1.27200      1.688130E-01  3.178212E-02  1.717787E-01  6.160912E+00
   65.8720       1.27200      1.373956E-01  2.532336E-02  1.397098E-01  5.015152E+00
   66.5880       1.27200      1.124558E-01  2.003251E-02  1.142261E-01  4.105164E+00
   67.3040       1.27200      9.282093E-02  1.568057E-02  9.413610E-02  3.388546E+00
   68.0200       1.27200      7.756256E-02  1.206914E-02  7.849596E-02  2.831568E+00
   68.7360       1.27200      6.597236E-02  9.037758E-03  6.658854E-02  2.407807E+00
   69.4520       1.27200      5.746645E-02  6.430888E-03  5.782517E-02  2.097468E+00
   70.1680       1.27200      5.166302E-02  4.126184E-03  5.182753E-02  1.885715E+00
   70.8840       1.27200      4.828736E-02  2.014495E-03  4.832936E-02  1.762519E+00
   71.6000       1.27200      4.714088E-02  0.000000E+00  4.714088E-02  1.722103E+00
   0.00000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.716000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.43200       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.14800       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.86400       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   3.58000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   4.29600       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.01200       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.72800       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   6.44400       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.16000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.87600       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   8.59200       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   9.30800       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.0240       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.7400       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   11.4560       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.1720       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.8880       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   13.6040       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   14.3200       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.0360       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.7520       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   16.4680       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.1840       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.9000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   18.6160       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   19.3320       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.0480       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.7640       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4800       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.1960       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.9120       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.6280       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   24.3440       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.0600       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.7760       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   26.4920       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.2080       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.9240       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   28.6400       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   29.3560       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.0720       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.7880       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   31.5040       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.2200       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.9360       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   33.6520       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   34.3680       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.0840       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.8000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   36.5160       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.2320       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.9480       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   38.6640       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   39.3800       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   44.3920       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.1080       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.8240       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   46.5400       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.2560       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.9720       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   48.6880       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   49.4040       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.1200       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.8360       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   51.5520       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.2680       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.9840       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   53.7000       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   54.4160       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.1320       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.8480       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   56.5640       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.2800       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.9960       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   58.7120       1.35150      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   59.4280       1.35150      8.170136E-01  5.826231E-02  8.190883E-01  2.995909E+01
   60.1440       1.35150      7.076748E-01  9.720900E-02  7.143201E-01  2.657360E+01
   60.8600       1.35150      5.891541E-01  1.015019E-01  5.978337E-01  2.247971E+01
   61.5760       1.35150      4.819429E-01  9.161582E-02  4.905736E-01  1.855705E+01
   62.2920       1.35150      3.912314E-01  7.777618E-02  3.988874E-01  1.513740E+01
   63.0080       1.35150      3.166008E-01  6.415177E-02  3.230349E-01  1.227994E+01
   63.7240       1.35150      2.559985E-01  5.214539E-02  2.612554E-01  9.941932E+00
   64.4400       1.35150      2.071564E-01  4.203160E-02  2.113774E-01  8.050260E+00
   65.1560       1.35150      1.679902E-01  3.367843E-02  1.713328E-01  6.530279E+00
   65.8720       1.35150      1.367265E-01  2.683246E-02  1.393346E-01  5.315729E+00
   66.5880       1.35150      1.119106E-01  2.122600E-02  1.139057E-01  4.351165E+00
   67.3040       1.35150      9.237342E-02  1.661503E-02  9.385578E-02  3.591592E+00
   68.0200       1.35150      7.719060E-02  1.278882E-02  7.824284E-02  3.001238E+00
   68.7360       1.35150      6.564519E-02  9.574311E-03  6.633972E-02  2.552138E+00
   69.4520       1.35150      5.718381E-02  6.812878E-03  5.758822E-02  2.223188E+00
   70.1680       1.35150      5.141060E-02  4.371501E-03  5.159612E-02  1.998739E+00
   70.8840       1.35150      4.805245E-02  2.134831E-03  4.809985E-02  1.868160E+00
   71.6000       1.35150      4.691118E-02  0.000000E+00  4.691118E-02  1.825146E+00
   0.00000       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.716000       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.43200       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.14800       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.86400       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   3.58000       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   4.29600       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.01200       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.72800       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   6.44400       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.16000       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.87600       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   8.59200       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   9.30800       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.0240       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.7400       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   11.4560       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.1720       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.8880       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   13.6040       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   14.3200       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.0360       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.7520       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   16.4680       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.1840       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.9000       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   18.6160       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   19.3320       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.0480       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.7640       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4800       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.1960       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.9120       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.6280       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   24.3440       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.0600       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.7760       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   26.4920       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.2080       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.9240       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   28.6400       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   29.3560       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.0720       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.7880       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   31.5040       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.2200       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.9360       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   33.6520       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   34.3680       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.0840       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.8000       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   36.5160       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.2320       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.9480       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   38.6640       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   39.3800       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760       1.43100      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
