Program WSFPLOT  7.17  released 1-13-2006 

SF.INI file: D:\PC\DailyReport\python-code\LANL\Examples\Electrostatic\ChargeDensity\SF.INI  1-25-2021   0:46:16
Reading file D:\PC\DAILYREPORT\PYTHON-CODE\LANL\EXAMPLES\ELECTROSTATIC\CHARGEDENSITY\C4QPNT.T35.
 
 Problem description:
 Electrostatic problem with charge on a point-region - 4 quadrants
 Line charge has equivalent charge/cm as files C4q.am and C1q.am
 Problem file: E:\nakai\Daily\python-code\LANL\Examples\Electrostatic\ChargeDensity\C4QPNT.AM  1-07-2021   8:51:14
 Problem file length:         887 bytes
    1.60865       2.09714    
    1.59978       2.10381    
    1.58041       2.11853    
    1.56739       2.12808    
    1.55188       2.13953    
    1.52965       2.15535    
    1.52305       2.16010    
    1.51815       2.16349    
    1.49399       2.18036    
    1.46628       2.19899    
    1.46459       2.20013    
    1.46249       2.20150    
    1.43500       2.21963    
    1.41142       2.23457    
    1.40507       2.23864    
    1.39786       2.24308    
    1.37491       2.25733    
    1.35328       2.27024    
    1.34445       2.27557    
    1.33530       2.28087    
    1.31375       2.29347    
    1.29141       2.30600    
    1.28274       2.31091    
    1.27456       2.31536    
    1.25151       2.32802    
    1.22524       2.34184    
    1.21996       2.34465    
    1.21541       2.34697    
    1.18820       2.36096    
    1.15769       2.37598    
    1.15611       2.37676    
    1.15402       2.37775    
    1.12383       2.39227    
    1.10128       2.40263    
    1.09123       2.40728    
    1.07661       2.41375    
    1.05838       2.42191    
    1.04601       2.42720    
    1.02528       2.43613    
   0.991953       2.44981    
   0.991861       2.44985    
   0.991804       2.44987    
   0.958255       2.46326    
   0.938608       2.47073    
   0.924342       2.47618    
   0.897451       2.48594    
   0.890150       2.48863    
   0.886309       2.48998    
   0.855738       2.50072    
   0.834872       2.50769    
   0.821028       2.51232    
   0.790094       2.52213    
   0.786033       2.52344    
   0.784226       2.52399    
   0.750822       2.53419    
   0.734338       2.53895    
   0.715317       2.54445    
   0.685155       2.55267    
   0.679520       2.55420    
   0.663242       2.55838    
   0.643472       2.56352    
   0.636644       2.56520    
   0.607164       2.57240    
   0.588768       2.57661    
   0.570563       2.58076    
   0.541501       2.58696    
   0.533670       2.58861    
   0.503054       2.59466    
   0.496494       2.59598    
   0.494815       2.59629    
   0.459064       2.60289    
   0.448671       2.60467    
   0.421336       2.60927    
   0.403060       2.61212    
   0.383306       2.61513    
   0.357959       2.61868    
   0.344974       2.62045    
   0.313348       2.62439    
   0.306336       2.62523    
   0.269208       2.62928    
   0.267387       2.62947    
   0.251261       2.63097    
   0.228138       2.63317    
   0.225514       2.63339    
   0.188573       2.63631    
   0.182251       2.63674    
   0.148678       2.63886    
   0.139411       2.63936    
   0.108446       2.64083    
   9.697984E-02   2.64127    
   6.786887E-02   2.64218    
   5.494396E-02   2.64248    
   2.693889E-02   2.64292    
   1.329143E-02   2.64302    
  -1.435362E-02   2.64301    
  -2.798885E-02   2.64291    
  -5.601886E-02   2.64246    
  -6.890708E-02   2.64216    
  -9.806801E-02   2.64123    
  -0.109473       2.64079    
  -0.140513       2.63930    
  -0.149694       2.63881    
  -0.183368       2.63667    
  -0.189579       2.63623    
  -0.226646       2.63329    
  -0.229133       2.63308    
  -0.250924       2.63100    
  -0.268374       2.62937    
  -0.270356       2.62916    
  -0.307313       2.62512    
  -0.314512       2.62425    
  -0.345942       2.62033    
  -0.359141       2.61852    
  -0.384265       2.61499    
  -0.404261       2.61194    
  -0.422286       2.60912    
  -0.449892       2.60446    
  -0.460006       2.60272    
  -0.496056       2.59605    
  -0.497427       2.59580    
  -0.502767       2.59472    
  -0.534596       2.58843    
  -0.542764       2.58670    
  -0.571481       2.58056    
  -0.590054       2.57632    
  -0.608074       2.57218    
  -0.637954       2.56487    
  -0.644375       2.56330    
  -0.662917       2.55846    
  -0.680417       2.55397    
  -0.686491       2.55231    
  -0.716207       2.54420    
  -0.735702       2.53856    
  -0.751704       2.53393    
  -0.785620       2.52356    
  -0.786907       2.52317    
  -0.789794       2.52224    
  -0.821898       2.51204    
  -0.836298       2.50721    
  -0.856601       2.50043    
  -0.887769       2.48946    
  -0.891005       2.48833    
  -0.897142       2.48606    
  -0.925193       2.47586    
  -0.940107       2.47016    
  -0.959099       2.46293    
  -0.991611       2.44995    
  -0.992701       2.44952    
  -0.993344       2.44925    
   -1.02611       2.43578    
   -1.04760       2.42652    
   -1.05921       2.42155    
   -1.07629       2.41389    
   -1.09205       2.40692    
   -1.10291       2.40188    
   -1.12464       2.39189    
   -1.15369       2.37791    
   -1.15692       2.37638    
   -1.15938       2.37515    
   -1.18901       2.36056    
   -1.21716       2.34607    
   -1.22076       2.34423    
   -1.22493       2.34201    
   -1.25230       2.32759    
   -1.27638       2.31437    
   -1.28353       2.31047    
   -1.29109       2.30618    
   -1.31453       2.29302    
   -1.33720       2.27976    
   -1.34522       2.27511    
   -1.35297       2.27044    
   -1.37569       2.25686    
   -1.39984       2.24185    
   -1.40583       2.23816    
   -1.41111       2.23478    
   -1.43576       2.21913    
   -1.46458       2.20013    
   -1.46535       2.19962    
   -1.46597       2.19920    
   -1.49475       2.17984    
   -1.51783       2.16371    
   -1.52380       2.15958    
   -1.53188       2.15377    
   -1.55263       2.13899    
   -1.56708       2.12831    
   -1.58115       2.11799    
   -1.60215       2.10202    
   -1.60938       2.09657    
   -1.61396       2.09300    
   -1.63738       2.07484    
   -1.65864       2.05777    
   -1.66505       2.05265    
   -1.67622       2.04342    
   -1.69247       2.03012    
   -1.70131       2.02264    
   -1.71961       2.00722    
   -1.74214       1.98758    
   -1.74642       1.98387    
   -1.75521       1.97599    
   -1.77299       1.96019    
   -1.78124       1.95262    
   -1.79927       1.93612    
   -1.81875       1.91774    
   -1.82524       1.91163    
   -1.84110       1.89622    
   -1.85092       1.88675    
   -1.85475       1.88294    
   -1.87634       1.86153    
   -1.88935       1.84822    
   -1.90144       1.83587    
   -1.92263       1.81358    
   -1.92623       1.80980    
   -1.93774       1.79734    
   -1.95075       1.78335    
   -1.95466       1.77902    
   -1.97498       1.75652    
   -1.98550       1.74454    
   -1.99889       1.72926    
   -2.01522       1.71012    
   -2.02250       1.70157    
   -2.04386       1.67578    
   -2.04578       1.67345    
   -2.05514       1.66182    
   -2.06879       1.64494    
   -2.07149       1.64150    
   -2.09149       1.61601    
   -2.09816       1.60729    
   -2.11388       1.58663    
   -2.12389       1.57314    
   -2.13594       1.55681    
   -2.14873       1.53905    
   -2.15768       1.52652    
   -2.17270       1.50501    
   -2.17910       1.49578    
   -2.19585       1.47103    
   -2.20019       1.46456    
   -2.21820       1.43710    
   -2.22095       1.43286    
   -2.23978       1.40322    
   -2.24138       1.40067    
   -2.26063       1.36938    
   -2.26147       1.36798    
   -2.28076       1.33558    
   -2.28123       1.33478    
   -2.30019       1.30182    
   -2.30063       1.30104    
   -2.31896       1.26809    
   -2.31968       1.26676    
   -2.33707       1.23440    
   -2.33838       1.23193    
   -2.35455       1.20074    
   -2.35670       1.19651    
   -2.37141       1.16711    
   -2.37465       1.16049    
   -2.38767       1.13350    
   -2.39221       1.12386    
   -2.40334       1.09992    
   -2.40938       1.08658    
   -2.41842       1.06635    
   -2.42613       1.04863    
   -2.43294       1.03281    
   -2.44247       1.00999    
   -2.44689      0.999280    
   -2.45837      0.970618    
   -2.46029      0.965765    
   -2.46974      0.941120    
   -2.47316      0.932264    
   -2.47382      0.930503    
   -2.48556      0.898774    
   -2.48883      0.889616    
   -2.49743      0.865293    
   -2.50335      0.847902    
   -2.50878      0.831820    
   -2.51736      0.805323    
   -2.51961      0.798352    
   -2.52681      0.774963    
   -2.52995      0.764890    
   -2.53085      0.761842    
   -2.53986      0.731433    
   -2.54381      0.717414    
   -2.54927      0.697978    
   -2.55618      0.671980    
   -2.55817      0.664524    
   -2.56300      0.645245    
   -2.56661      0.631072    
   -2.56795      0.625483    
   -2.57465      0.597622    
   -2.57909      0.577857    
   -2.58217      0.564170    
   -2.58844      0.534290    
   -2.58921      0.530716    
   -2.58954      0.529041    
   -2.59590      0.497263    
   -2.59927      0.478925    
   -2.60208      0.463808    
   -2.60686      0.435605    
   -2.60778      0.430350    
   -2.60823      0.427457    
   -2.61313      0.396891    
   -2.61636      0.374486    
   -2.61797      0.363428    
   -2.62029      0.345634    
   -2.62240      0.329964    
   -2.62358      0.319926    
   -2.62642      0.296497    
   -2.62985      0.263652    
   -2.62992      0.263026    
   -2.63000      0.262152    
   -2.63312      0.229554    
   -2.63502      0.205422    
   -2.63579      0.196079    
   -2.63657      0.184140    
   -2.63809      0.162601    
   -2.63902      0.145109    
   -2.63994      0.129120    
   -2.64069      0.110426    
   -2.64135      9.563788E-02
   -2.64172      8.247470E-02
   -2.64237      6.215344E-02
   -2.64269      4.039740E-02
   -2.64292      2.866701E-02
   -2.64295      1.722795E-02
   -2.64310     -4.820735E-03
   -2.64287     -2.644050E-02
   -2.64280     -3.831011E-02
   -2.64251     -5.098953E-02
   -2.64212     -7.180042E-02
   -2.64146     -9.048843E-02
   -2.64099     -0.105292    
   -2.64015     -0.122618    
   -2.63944     -0.138783    
   -2.63863     -0.152072    
   -2.63748     -0.172276    
   -2.63557     -0.198203    
   -2.63504     -0.205768    
   -2.63455     -0.211457    
   -2.63226     -0.239261    
   -2.62932     -0.268830    
   -2.62895     -0.272753    
   -2.62829     -0.278561    
   -2.62530     -0.306245    
   -2.62304     -0.324362    
   -2.62117     -0.339737    
   -2.61771     -0.364793    
   -2.61658     -0.373228    
   -2.61583     -0.378255    
   -2.61163     -0.406719    
   -2.60772     -0.430591    
   -2.60617     -0.440210    
   -2.60292     -0.458481    
   -2.60028     -0.473700    
   -2.59880     -0.481510    
   -2.59399     -0.507190    
   -2.58913     -0.531099    
   -2.58719     -0.540681    
   -2.58252     -0.562103    
   -2.57995     -0.574172    
   -2.57874     -0.579452    
   -2.57231     -0.607664    
   -2.56769     -0.626637    
   -2.56416     -0.641158    
   -2.55600     -0.672732    
   -2.55550     -0.674653    
   -2.55400     -0.680137    
   -2.54645     -0.708151    
   -2.54371     -0.717793    
   -2.53692     -0.741654    
   -2.53086     -0.761878    
   -2.52687     -0.775160    
   -2.51747     -0.805032    
   -2.51631     -0.808672    
   -2.51174     -0.822497    
   -2.50530     -0.842191    
   -2.50356     -0.847309    
   -2.49381     -0.875719    
   -2.48916     -0.888752    
   -2.48178     -0.909256    
   -2.47427     -0.929389    
   -2.46923     -0.942804    
   -2.45893     -0.969256    
   -2.45613     -0.976365    
   -2.44313      -1.00838    
   -2.44249      -1.00994    
   -2.43795      -1.02069    
   -2.42834      -1.04353    
   -2.42692      -1.04682    
   -2.41363      -1.07715    
   -2.41029      -1.08458    
   -2.39835      -1.11078    
   -2.39325      -1.12170    
   -2.38248      -1.14444    
   -2.37582      -1.15818    
   -2.36600      -1.17812    
   -2.35799      -1.19405    
   -2.34891      -1.21184    
   -2.33979      -1.22934    
   -2.33119      -1.24559    
   -2.32122      -1.26406    
   -2.31282      -1.27937    
   -2.30229      -1.29823    
   -2.29378      -1.31319    
   -2.28299      -1.33187    
   -2.27406      -1.34705    
   -2.26335      -1.36499    
   -2.25363      -1.38096    
   -2.24336      -1.39761    
   -2.23246      -1.41492    
   -2.22303      -1.42973    
   -2.21053      -1.44893    
   -2.20236      -1.46137    
   -2.18782      -1.48300    
   -2.18135      -1.49253    
   -2.16429      -1.51712    
   -2.16001      -1.52323    
   -2.13990      -1.55131    
   -2.13834      -1.55348    
   -2.12770      -1.56788    
   -2.11636      -1.58329    
   -2.11464      -1.58557    
   -2.09408      -1.61269    
   -2.08848      -1.61990    
   -2.07147      -1.64166    
   -2.06134      -1.65430    
   -2.04854      -1.67019    
   -2.03318      -1.68877    
   -2.02528      -1.69830    
   -2.00397      -1.72333    
   -2.00171      -1.72598    
   -1.99314      -1.73574    
   -1.97785      -1.75329    
   -1.97365      -1.75797    
   -1.95370      -1.78020    
   -1.94216      -1.79270    
   -1.92922      -1.80670    
   -1.90943      -1.82752    
   -1.90443      -1.83278    
   -1.89014      -1.84737    
   -1.87934      -1.85848    
   -1.87539      -1.86243    
   -1.85399      -1.88383    
   -1.83996      -1.89743    
   -1.82831      -1.90875    
   -1.80307      -1.93253    
   -1.80231      -1.93325    
   -1.80060      -1.93481    
   -1.77608      -1.95745    
   -1.76457      -1.96773    
   -1.74952      -1.98123    
   -1.72441      -2.00303    
   -1.72264      -2.00457    
   -1.71928      -2.00741    
   -1.69553      -2.02762    
   -1.68238      -2.03844    
   -1.66811      -2.05025    
   -1.64351      -2.06991    
   -1.64036      -2.07245    
   -1.63843      -2.07395    
   -1.61239      -2.09435    
   -1.59229      -2.10956    
   -1.58409      -2.11580    
   -1.57193      -2.12474    
   -1.55553      -2.13690    
   -1.54381      -2.14528    
   -1.52669      -2.15762    
   -1.50356      -2.17368    
   -1.49753      -2.17791    
   -1.49278      -2.18111    
   -1.46815      -2.19788    
   -1.43889      -2.21705    
   -1.43841      -2.21737    
   -1.43785      -2.21773    
   -1.40849      -2.23658    
   -1.38175      -2.25309    
   -1.37821      -2.25530    
   -1.37442      -2.25757    
   -1.34772      -2.27372    
   -1.32098      -2.28924    
   -1.31689      -2.29165    
   -1.31290      -2.29390    
   -1.28585      -2.30927    
   -1.25608      -2.32550    
   -1.25447      -2.32639    
   -1.25304      -2.32715    
   -1.22289      -2.34322    
   -1.19467      -2.35763    
   -1.19097      -2.35954    
   -1.18626      -2.36186    
   -1.15884      -2.37554    
   -1.13764      -2.38566    
   -1.12640      -2.39107    
   -1.11063      -2.39832    
   -1.09370      -2.40620    
   -1.08180      -2.41150    
   -1.06074      -2.42094    
   -1.02812      -2.43489    
   -1.02746      -2.43517    
   -1.02704      -2.43535    
  -0.993990      -2.44910    
  -0.973316      -2.45730    
  -0.960201      -2.46253    
  -0.936431      -2.47155    
  -0.926136      -2.47551    
  -0.920505      -2.47757    
  -0.891839      -2.48812    
  -0.868570      -2.49625    
  -0.857236      -2.50023    
  -0.832959      -2.50831    
  -0.822359      -2.51189    
  -0.817440      -2.51346    
  -0.787246      -2.52316    
  -0.767075      -2.52929    
  -0.751832      -2.53393    
  -0.717426      -2.54382    
  -0.716120      -2.54420    
  -0.712526      -2.54517    
  -0.680182      -2.55408    
  -0.668456      -2.55713    
  -0.643952      -2.56347    
  -0.620130      -2.56928    
  -0.607423      -2.57236    
  -0.572420      -2.58032    
  -0.570598      -2.58073    
  -0.563883      -2.58215    
  -0.533524      -2.58868    
  -0.525287      -2.59033    
  -0.496159      -2.59612    
  -0.478712      -2.59935    
  -0.458490      -2.60304    
  -0.432674      -2.60741    
  -0.420517      -2.60943    
  -0.387151      -2.61455    
  -0.382239      -2.61529    
  -0.352847      -2.61933    
  -0.343660      -2.62062    
   0.551441      -2.58488    
   0.551440      -2.58488    
Contour 3, V  =  3.50996E+03 V
 Contour coordinates:
     X (cm)         Y (cm)
  -0.256868      -2.13304    
  -0.256312      -2.13311    
  -0.217973      -2.13739    
  -0.212207      -2.13796    
  -0.178670      -2.14105    
  -0.168649      -2.14185    
  -0.138951      -2.14400    
  -0.125615      -2.14481    
  -9.880752E-02  -2.14623    
  -8.308387E-02  -2.14688    
  -5.822871E-02  -2.14771    
  -4.103835E-02  -2.14810    
  -1.720299E-02  -2.14843    
   5.384979E-04  -2.14850    
   2.428293E-02  -2.14836    
   4.166164E-02  -2.14809    
   6.624401E-02  -2.14747    
   8.234440E-02  -2.14692    
   0.108697      -2.14573    
   0.122599      -2.14500    
   0.151660      -2.14312    
   0.162434      -2.14234    
   0.195154      -2.13958    
   0.201860      -2.13898    
   0.239201      -2.13510    
   0.240885      -2.13491    
   0.251778      -2.13357    
   0.279541      -2.13021    
   0.283811      -2.12963    
   0.317827      -2.12486    
   0.329021      -2.12312    
   0.355733      -2.11886    
   0.374866      -2.11551    
   0.393264      -2.11222    
   0.421380      -2.10673    
   0.430422      -2.10494    
   0.462341      -2.09807    
   0.467216      -2.09704    
   0.468597      -2.09672    
   0.503710      -2.08863    
   0.516550      -2.08543    
   0.539840      -2.07960    
   0.565298      -2.07274    
   0.575604      -2.06996    
   0.601402      -2.06249    
   0.611027      -2.05975    
   0.614891      -2.05857    
   0.646162      -2.04906    
   0.665396      -2.04280    
   0.680930      -2.03776    
   0.712273      -2.02691    
   0.715338      -2.02587    
   0.716871      -2.02532    
   0.749492      -2.01356    
   0.769432      -2.00592    
   0.783273      -2.00065    
   0.806214      -1.99137    
   0.816720      -1.98720    
   0.823146      -1.98448    
   0.849890      -1.97330    
   0.878152      -1.96077    
   0.882674      -1.95878    
   0.888912      -1.95588    
   0.915202      -1.94386    
   0.934618      -1.93447    
   0.947368      -1.92836    
   0.963037      -1.92045    
   0.979226      -1.91238    
   0.992701      -1.90531    
    1.01077      -1.89592    
    1.03058      -1.88507    
    1.04197      -1.87892    
    1.05264      -1.87285    
    1.07288      -1.86147    
    1.09271      -1.84976    
    1.10344      -1.84349    
    1.11476      -1.83655    
    1.13371      -1.82506    
    1.15029      -1.81451    
    1.16364      -1.80611    
    1.17947      -1.79567    
    1.19325      -1.78668    
    1.20401      -1.77933    
    1.22255      -1.76679    
    1.24731      -1.74926    
    1.25147      -1.74634    
    1.25437      -1.74422    
    1.28015      -1.72552    
    1.30170      -1.70918    
    1.30843      -1.70412    
    1.31926      -1.69561    
    1.33642      -1.68228    
    1.34639      -1.67420    
    1.36408      -1.65996    
    1.38871      -1.63929    
    1.39136      -1.63707    
    1.39657      -1.63255    
    1.41837      -1.61379    
    1.42882      -1.60444    
    1.44502      -1.58999    
    1.46696      -1.56966    
    1.47130      -1.56564    
    1.48188      -1.55548    
    1.49727      -1.54084    
    1.50325      -1.53494    
    1.52291      -1.51555    
    1.53785      -1.50028    
    1.54817      -1.48972    
    1.57086      -1.46568    
    1.57306      -1.46334    
    1.58056      -1.45510    
    1.59763      -1.43650    
    1.60240      -1.43113    
    1.62185      -1.40915    
    1.63255      -1.39664    
    1.64569      -1.38123    
    1.66140      -1.36221    
    1.66916      -1.35276    
    1.68900      -1.32783    
    1.69224      -1.32373    
    1.71192      -1.29805    
    1.71494      -1.29413    
    1.71542      -1.29349    
    1.73730      -1.26401    
    1.74076      -1.25921    
    1.75925      -1.23330    
    1.76504      -1.22496    
    1.78080      -1.20198    
    1.78830      -1.19076    
    1.80195      -1.17004    
    1.81059      -1.15660    
    1.82268      -1.13747    
    1.83194      -1.12247    
    1.84299      -1.10426    
    1.85240      -1.08838    
    1.86287      -1.07038    
    1.87200      -1.05433    
    1.88230      -1.03582    
    1.89076      -1.02030    
    1.90128      -1.00054    
    1.90871     -0.986309    
    1.91980     -0.964532    
    1.92589     -0.952342    
    1.93782     -0.927759    
    1.94229     -0.918400    
    1.95535     -0.890192    
    1.95796     -0.884483    
    1.97237     -0.851795    
    1.97289     -0.850588    
    1.97611     -0.842916    
    1.98717     -0.816714    
    1.98886     -0.812557    
    2.00078     -0.782859    
    2.00480     -0.772417    
    2.01371     -0.749021    
    2.02015     -0.731321    
    2.02597     -0.715201    
    2.03489     -0.689219    
    2.03756     -0.681396    
    2.04671     -0.653094    
    2.04852     -0.647605    
    2.04899     -0.646062    
    2.05894     -0.613826    
    2.06243     -0.601799    
    2.06873     -0.580060    
    2.07515     -0.556340    
    2.07787     -0.546306    
    2.08448     -0.520091    
    2.08641     -0.512561    
    2.08712     -0.509613    
    2.09447     -0.478826    
    2.09827     -0.461517    
    2.10190     -0.445098    
    2.10856     -0.411969    
    2.10868     -0.411380    
    2.10890     -0.410209    
    2.11505     -0.377667    
    2.11790     -0.360801    
    2.12080     -0.343962    
    2.12530     -0.314244    
    2.12592     -0.310263    
    2.12624     -0.307931    
    2.13064     -0.276570    
    2.13345     -0.253120    
    2.13471     -0.242882    
    2.13627     -0.227708    
    2.13828     -0.209198    
    2.13943     -0.196210    
    2.14133     -0.175519    
    2.14329     -0.148044    
    2.14377     -0.141845    
    2.14404     -0.136969    
    2.14580     -0.108174    
    2.14711     -7.507420E-02
    2.14714     -7.450657E-02
    2.14716     -7.386593E-02
    2.14813     -4.084198E-02
    2.14839     -1.009107E-02
    2.14843     -7.181006E-03
    2.14841     -4.226316E-03
    2.14836      2.647814E-02
    2.14763      5.841185E-02
    2.14760      6.013428E-02
    2.14754      6.170772E-02
    2.14647      9.378917E-02
    2.14481      0.124428    
    2.14466      0.127442    
    2.14440      0.131151    
    2.14247      0.161094    
    2.14048      0.184356    
    2.13964      0.194744    
    2.13818      0.209066    
    2.13632      0.228394    
    2.13475      0.241857    
    2.13247      0.262043    
    2.12830      0.293276    
    2.12799      0.295693    
    2.12777      0.297198    
    2.12312      0.329344    
    2.11963      0.350524    
    2.11761      0.362997    
    2.11337      0.386212    
    2.11153      0.396651    
    2.11046      0.402090    
    2.10498      0.430309    
    2.10034      0.452003    
    2.09780      0.463970    
    2.09149      0.491150    
    2.09002      0.497635    
    2.08934      0.500418    
    2.08177      0.531305    
    2.07752      0.547429    
    2.07289      0.564980    
    2.06493      0.593140    
    2.06337      0.598662    
    2.05823      0.615718    
    2.05329      0.632352    
    2.05163      0.637637    
    2.04265      0.666050    
    2.03766      0.680996    
    2.03135      0.699758    
    2.02304      0.723274    
    2.01940      0.733477    
    2.00780      0.764524    
    2.00679      0.767208    
    2.00138      0.780939    
    1.99357      0.800953    
    1.99200      0.804822    
    1.97970      0.834712    
    1.97564      0.844210    
    1.96513      0.868487    
    1.95875      0.882718    
    1.94985      0.902281    
    1.94134      0.920384    
    1.93384      0.936093    
    1.92343      0.957244    
    1.91708      0.969927    
    1.90505      0.993331    
    1.89957       1.00378    
    1.88619       1.02868    
    1.88127       1.03766    
    1.86689       1.06330    
    1.86216       1.07157    
    1.84716       1.09724    
    1.84221       1.10551    
    1.82699       1.13050    
    1.82140       1.13947    
    1.80641       1.16312    
    1.79968       1.17347    
    1.78542       1.19510    
    1.77703       1.20750    
    1.76403       1.22647    
    1.75339       1.24157    
    1.74224       1.25723    
    1.72873       1.27568    
    1.72007       1.28739    
    1.70299       1.30983    
    1.69751       1.31697    
    1.67612       1.34402    
    1.67456       1.34598    
    1.66671       1.35555    
    1.65128       1.37446    
    1.64809       1.37825    
    1.62764       1.40243    
    1.61881       1.41254    
    1.60364       1.42983    
    1.58819       1.44687    
    1.57926       1.45669    
    1.55616       1.48125    
    1.55452       1.48300    
    1.54946       1.48819    
    1.52948       1.50887    
    1.52264       1.51569    
    1.50409       1.53422    
    1.48750       1.55018    
    1.47833       1.55903    
    1.45586       1.57990    
    1.45222       1.58331    
    1.45065       1.58473    
    1.42584       1.60720    
    1.41189       1.61933    
    1.39909       1.63053    
    1.37353       1.65200    
    1.37197       1.65332    
    1.37114       1.65400    
    1.34461       1.67575    
    1.32810       1.68873    
    1.31686       1.69762    
    1.29831       1.71169    
    1.28879       1.71899    
    1.28263       1.72352    
    1.26044       1.73995    
    1.23443       1.75838    
    1.23170       1.76032    
    1.22793       1.76290    
    1.20272       1.78033    
    1.18308       1.79330    
    1.17336       1.79978    
    1.16137       1.80741    
    1.14372       1.81878    
    1.12824       1.82828    
    1.11374       1.83729    
    1.09776       1.84674    
    1.08345       1.85531    
    1.06934       1.86334    
    1.05284       1.87285    
    1.03659       1.88177    
    1.02191       1.88990    
    1.00566       1.89846    
   0.990673       1.90646    
   0.977489       1.91314    
   0.959125       1.92254    
   0.936226       1.93365    
   0.927230       1.93808    
   0.920167       1.94137    
   0.895067       1.95320    
   0.864410       1.96685    
   0.862517       1.96770    
   0.859678       1.96891    
   0.829729       1.98183    
   0.810072       1.98983    
   0.796574       1.99537    
   0.773638       2.00423    
   0.763089       2.00838    
   0.756958       2.01065    
   0.729325       2.02094    
   0.704989       2.02945    
   0.695191       2.03290    
   0.674788       2.03962    
   0.660740       2.04434    
   0.654050       2.04644    
   0.625991       2.05529    
   0.604069       2.06175    
   0.590876       2.06564    
   0.556529       2.07508    
   0.555402       2.07540    
   0.554970       2.07551    
   0.519653       2.08470    
   0.506696       2.08782    
   0.483538       2.09338    
   0.459193       2.09879    
   0.447055       2.10146    
   0.412420       2.10847    
   0.410207       2.10892    
   0.400977       2.11061    
   0.373037       2.11583    
   0.366325       2.11697    
   0.335504       2.12213    
   0.320876       2.12435    
   0.297591       2.12778    
   0.276047       2.13064    
   0.259293       2.13278    
   0.231808       2.13591    
   0.220605       2.13712    
   0.188133       2.14019    
   0.181522       2.14077    
   0.144998       2.14354    
   0.142035       2.14374    
   0.102380       2.14599    
   0.102136       2.14600    
   9.667847E-02   2.14620    
   6.182307E-02   2.14754    
   6.025061E-02   2.14759    
   2.107155E-02   2.14833    
   1.860214E-02   2.14836    
  -2.013252E-02   2.14834    
  -2.258020E-02   2.14832    
  -6.180365E-02   2.14754    
  -6.331070E-02   2.14750    
  -9.592225E-02   2.14622    
  -0.103604       2.14593    
  -0.103956       2.14591    
  -0.143485       2.14365    
  -0.146599       2.14343    
  -0.182953       2.14065    
  -0.189761       2.14005    
  -0.222020       2.13697    
  -0.233463       2.13573    
  -0.260691       2.13261    
  -0.277732       2.13042    
  -0.298973       2.12759    
  -0.322592       2.12409    
  -0.336871       2.12191    
  -0.368075       2.11667    
  -0.374388       2.11559    
  -0.400524       2.11069    
  -0.411547       2.10866    
  -0.414206       2.10812    
  -0.448382       2.10118    
  -0.461017       2.09839    
  -0.484850       2.09308    
  -0.508561       2.08737    
  -0.520953       2.08437    
  -0.556148       2.07519    
  -0.556689       2.07505    
  -0.556880       2.07500    
  -0.592154       2.06528    
  -0.606028       2.06118    
  -0.627256       2.05491    
  -0.656060       2.04580    
  -0.661993       2.04393    
  -0.674404       2.03976    
  -0.696437       2.03248    
  -0.707058       2.02873    
  -0.730559       2.02049    
  -0.759090       2.00985    
  -0.764311       2.00791    
  -0.773264       2.00439    
  -0.797790       1.99489    
  -0.812277       1.98893    
  -0.830933       1.98132    
  -0.859264       1.96908    
  -0.863717       1.96719    
  -0.866698       1.96584    
  -0.896256       1.95266    
  -0.922540       1.94025    
  -0.928406       1.93751    
  -0.935854       1.93384    
  -0.960297       1.92196    
  -0.979967       1.91187    
  -0.991833       1.90585    
   -1.00528       1.89867    
   -1.02307       1.88928    
   -1.03919       1.88033    
   -1.05399       1.87221    
   -1.06896       1.86356    
   -1.08459       1.85465    
   -1.10050       1.84512    
   -1.11487       1.83660    
   -1.12786       1.82852    
   -1.14484       1.81809    
   -1.16428       1.80555    
   -1.17447       1.79905    
   -1.18271       1.79355    
   -1.20383       1.77959    
   -1.23104       1.76075    
   -1.23280       1.75955    
   -1.23406       1.75865    
   -1.26153       1.73916    
   -1.28225       1.72380    
   -1.28988       1.71819    
   -1.30172       1.70910    
   -1.31794       1.69678    
   -1.32773       1.68903    
   -1.34568       1.67490    
   -1.37076       1.65431    
   -1.37304       1.65245    
   -1.37734       1.64880    
   -1.40014       1.62962    
   -1.41152       1.61966    
   -1.42689       1.60627    
   -1.45028       1.58507    
   -1.45327       1.58237    
   -1.46023       1.57583    
   -1.47936       1.55804    
   -1.48714       1.55054    
   -1.50512       1.53321    
   -1.52228       1.51606    
   -1.53051       1.50784    
   -1.55469       1.48279    
   -1.55553       1.48193    
   -1.55580       1.48164    
   -1.58027       1.45560    
   -1.58783       1.44727    
   -1.60464       1.42871    
   -1.61845       1.41295    
   -1.62865       1.40128    
   -1.64774       1.37869    
   -1.65228       1.37329    
   -1.67441       1.34613    
   -1.67554       1.34475    
   -1.67577       1.34447    
   -1.69848       1.31571    
   -1.70264       1.31029    
   -1.72104       1.28610    
   -1.72838       1.27616    
   -1.74321       1.25590    
   -1.75305       1.24206    
   -1.76499       1.22510    
   -1.77669       1.20801    
   -1.78637       1.19369    
   -1.79935       1.17399    
   -1.80735       1.16167    
   -1.82107       1.14001    
   -1.82793       1.12901    
   -1.84189       1.10606    
   -1.84809       1.09569    
